"","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots"
"442",38219,"Game # 442.  2 December 2013, Monday, 19:30","CSKA Moscow","Lokomotiv Yaroslavl",1,26,3,31
"443",38220,"Game # 443.  2 December 2013, Monday, 22:00","Slovan Bratislava","Severstal Cherepovets",3,31,2,23
"444",38221,"Game # 444.  2 December 2013, Monday, 22:00","Lev Prague","SKA Saint Petersburg",3,37,3,33
"445",38222,"Game # 445.  3 December 2013, Tuesday, 17:00","Traktor Chelyabinsk","Barys Astana",0,24,4,28
"446",38223,"Game # 446.  3 December 2013, Tuesday, 17:00","Metallurg Magnitogorsk","Avangard Omsk Region",2,21,2,41
"447",38224,"Game # 447.  3 December 2013, Tuesday, 17:00","Salavat Yulaev Ufa","Ugra Khanty-Mansiysk",3,27,2,26
"448",38225,"Game # 448.  3 December 2013, Tuesday, 19:00","Neftekhimik Nizhnekamsk","Avtomobilist Yekaterinburg",2,29,3,28
"449",38226,"Game # 449.  3 December 2013, Tuesday, 19:30","Vityaz Moscow Region","Ak Bars Kazan",2,32,3,28
"450",38227,"Game # 450.  4 December 2013, Wednesday, 13:00","Admiral Vladivostok","Donbass Donetsk",4,31,1,34
"451",38228,"Game # 451.  4 December 2013, Wednesday, 12:00","Amur Khabarovsk","Spartak Moscow",3,36,3,38
"452",38229,"Game # 452.  4 December 2013, Wednesday, 16:00","Metallurg Novokuznetsk","Dinamo Minsk",3,30,2,39
"453",38230,"Game # 453.  4 December 2013, Wednesday, 16:00","Sibir Novosibirsk Region","Medvescak Zagreb",0,42,2,28
"454",38231,"Game # 454.  4 December 2013, Wednesday, 19:30","Atlant Moscow Region","CSKA Moscow",2,30,0,29
"455",38232,"Game # 455.  4 December 2013, Wednesday, 21:30","Dinamo Riga","Lokomotiv Yaroslavl",4,26,1,27
"456",38233,"Game # 456.  4 December 2013, Wednesday, 22:00","Slovan Bratislava","SKA Saint Petersburg",2,27,2,38
"457",38234,"Game # 457.  4 December 2013, Wednesday, 22:00","Lev Prague","Severstal Cherepovets",3,33,1,20
"458",38235,"Game # 458.  5 December 2013, Thursday, 17:00","Traktor Chelyabinsk","Avtomobilist Yekaterinburg",2,23,2,23
"459",38236,"Game # 459.  5 December 2013, Thursday, 17:00","Metallurg Magnitogorsk","Ugra Khanty-Mansiysk",5,31,4,30
"460",38237,"Game # 460.  5 December 2013, Thursday, 17:00","Salavat Yulaev Ufa","Avangard Omsk Region",3,21,2,38
"461",38238,"Game # 461.  5 December 2013, Thursday, 19:00","Neftekhimik Nizhnekamsk","Barys Astana",0,33,1,25
"462",38239,"Game # 462.  5 December 2013, Thursday, 19:30","Dynamo Moscow","Ak Bars Kazan",3,41,0,24
"463",38240,"Game # 463.  6 December 2013, Friday, 13:00","Admiral Vladivostok","Medvescak Zagreb",0,29,2,25
"464",38241,"Game # 464.  6 December 2013, Friday, 12:00","Amur Khabarovsk","Dinamo Minsk",2,39,2,40
"465",38242,"Game # 465.  6 December 2013, Friday, 16:00","Metallurg Novokuznetsk","Donbass Donetsk",0,14,2,37
"466",38243,"Game # 466.  6 December 2013, Friday, 16:00","Sibir Novosibirsk Region","Spartak Moscow",1,38,2,24
"467",38244,"Game # 467.  6 December 2013, Friday, 19:00","CSKA Moscow","SKA Saint Petersburg",2,20,0,28
"468",38245,"Game # 468.  6 December 2013, Friday, 21:30","Dinamo Riga","Severstal Cherepovets",1,22,2,19
"469",38246,"Game # 469.  9 December 2013, Monday, 22:00","Slovan Bratislava","Atlant Moscow Region",1,39,1,19
"470",38247,"Game # 470.  6 December 2013, Friday, 22:00","Lev Prague","Lokomotiv Yaroslavl",0,31,1,15
"471",38248,"Game # 471.  7 December 2013, Saturday, 15:00","Traktor Chelyabinsk","Ugra Khanty-Mansiysk",0,26,2,19
"472",38249,"Game # 472.  7 December 2013, Saturday, 15:00","Metallurg Magnitogorsk","Avtomobilist Yekaterinburg",3,28,3,44
"473",38250,"Game # 473.  7 December 2013, Saturday, 15:00","Salavat Yulaev Ufa","Barys Astana",6,42,3,39
"474",38251,"Game # 474.  7 December 2013, Saturday, 17:00","Neftekhimik Nizhnekamsk","Avangard Omsk Region",0,22,4,51
"475",38252,"Game # 475.  9 December 2013, Monday, 19:00","Ak Bars Kazan","Torpedo Nizhny Novgorod",2,22,1,35
"476",38253,"Game # 476.  7 December 2013, Saturday, 17:30","Dynamo Moscow","Vityaz Moscow Region",2,28,2,28
"477",38254,"Game # 477.  8 December 2013, Sunday, 10:00","Admiral Vladivostok","Dinamo Minsk",2,28,2,32
"478",38255,"Game # 478.  8 December 2013, Sunday, 10:00","Amur Khabarovsk","Medvescak Zagreb",3,44,3,40
"479",38256,"Game # 479.  8 December 2013, Sunday, 14:00","Metallurg Novokuznetsk","Spartak Moscow",2,37,1,35
"480",38257,"Game # 480.  8 December 2013, Sunday, 14:00","Sibir Novosibirsk Region","Donbass Donetsk",2,25,3,32
"481",38258,"Game # 481.  8 December 2013, Sunday, 17:00","CSKA Moscow","Severstal Cherepovets",3,28,2,24
"482",38259,"Game # 482.  8 December 2013, Sunday, 19:00","Dinamo Riga","SKA Saint Petersburg",6,29,4,39
"483",38260,"Game # 483.  8 December 2013, Sunday, 20:00","Slovan Bratislava","Lokomotiv Yaroslavl",5,32,3,23
"484",38261,"Game # 484.  8 December 2013, Sunday, 16:00","Lev Prague","Atlant Moscow Region",1,29,3,19
"485",38262,"Game # 485.  5 December 2013, Thursday, 19:00","Vityaz Moscow Region","Torpedo Nizhny Novgorod",2,23,3,35
"486",38263,"Game # 486. 11 December 2013, Wednesday, 16:00","Avangard Omsk Region","Sibir Novosibirsk Region",3,42,2,33
"487",38264,"Game # 487. 11 December 2013, Wednesday, 17:00","Barys Astana","Metallurg Novokuznetsk",5,21,3,27
"488",38265,"Game # 488. 11 December 2013, Wednesday, 17:00","Ugra Khanty-Mansiysk","Admiral Vladivostok",2,37,3,32
"489",38266,"Game # 489. 11 December 2013, Wednesday, 17:00","Avtomobilist Yekaterinburg","Amur Khabarovsk",5,31,1,30
"490",38267,"Game # 490. 11 December 2013, Wednesday, 19:00","Lokomotiv Yaroslavl","Salavat Yulaev Ufa",4,24,2,38
"491",38268,"Game # 491. 11 December 2013, Wednesday, 19:00","Severstal Cherepovets","Neftekhimik Nizhnekamsk",1,29,0,19
"492",38269,"Game # 492. 11 December 2013, Wednesday, 19:30","Atlant Moscow Region","Traktor Chelyabinsk",2,40,3,14
"493",38270,"Game # 493. 11 December 2013, Wednesday, 19:30","SKA Saint Petersburg","Metallurg Magnitogorsk",0,32,2,17
"494",38271,"Game # 494. 11 December 2013, Wednesday, 19:30","Spartak Moscow","Torpedo Nizhny Novgorod",1,19,2,32
"495",38272,"Game # 495. 11 December 2013, Wednesday, 19:30","CSKA Moscow","Lev Prague",0,19,3,27
"496",38273,"Game # 496. 11 December 2013, Wednesday, 21:00","Donbass Donetsk","Dynamo Moscow",2,25,3,34
"497",38274,"Game # 497. 11 December 2013, Wednesday, 20:00","Dinamo Minsk","Vityaz Moscow Region",0,31,2,24
"498",38275,"Game # 498. 11 December 2013, Wednesday, 20:30","Medvescak Zagreb","Ak Bars Kazan",6,33,5,33
"499",38276,"Game # 499. 13 December 2013, Friday, 16:00","Avangard Omsk Region","Metallurg Novokuznetsk",3,33,2,29
"500",38277,"Game # 500. 13 December 2013, Friday, 17:00","Barys Astana","Sibir Novosibirsk Region",3,30,4,35
"501",38278,"Game # 501. 13 December 2013, Friday, 17:00","Ugra Khanty-Mansiysk","Amur Khabarovsk",2,41,3,27
"502",38279,"Game # 502. 13 December 2013, Friday, 17:00","Avtomobilist Yekaterinburg","Admiral Vladivostok",5,44,2,27
"503",38280,"Game # 503. 13 December 2013, Friday, 19:00","Lokomotiv Yaroslavl","Neftekhimik Nizhnekamsk",2,26,4,32
"504",38281,"Game # 504. 13 December 2013, Friday, 19:00","Severstal Cherepovets","Salavat Yulaev Ufa",5,30,3,33
"505",38282,"Game # 505. 13 December 2013, Friday, 19:30","Atlant Moscow Region","Metallurg Magnitogorsk",0,41,1,32
"506",38283,"Game # 506. 13 December 2013, Friday, 19:30","Spartak Moscow","Ak Bars Kazan",1,31,2,26
"507",38284,"Game # 507. 13 December 2013, Friday, 19:00","CSKA Moscow","Slovan Bratislava",4,38,5,19
"508",38285,"Game # 508. 13 December 2013, Friday, 21:00","Donbass Donetsk","Vityaz Moscow Region",5,35,3,18
"509",38286,"Game # 509. 13 December 2013, Friday, 20:00","Dinamo Minsk","Dynamo Moscow",2,19,4,43
"510",38287,"Game # 510. 13 December 2013, Friday, 21:30","Dinamo Riga","Traktor Chelyabinsk",2,27,0,27
"511",38288,"Game # 511. 13 December 2013, Friday, 22:30","Medvescak Zagreb","Torpedo Nizhny Novgorod",0,43,0,29
"512",38289,"Game # 512. 15 December 2013, Sunday, 19:00","Donbass Donetsk","Dinamo Minsk",3,32,1,30
"513",38290,"Game # 513. 15 December 2013, Sunday, 19:00","Lev Prague","Slovan Bratislava",7,43,0,14
"514",38291,"Game # 514. 25 December 2013, Wednesday, 19:00","Severstal Cherepovets","SKA Saint Petersburg",1,28,2,36
"515",38292,"Game # 515. 25 December 2013, Wednesday, 19:00","Torpedo Nizhny Novgorod","Ak Bars Kazan",4,28,6,25
"516",38293,"Game # 516. 25 December 2013, Wednesday, 19:30","Atlant Moscow Region","Neftekhimik Nizhnekamsk",4,46,1,18
"517",38294,"Game # 517. 25 December 2013, Wednesday, 19:30","Spartak Moscow","Metallurg Magnitogorsk",1,23,6,33
"518",38295,"Game # 518. 25 December 2013, Wednesday, 19:00","CSKA Moscow","Vityaz Moscow Region",5,29,2,30
"519",38296,"Game # 519. 25 December 2013, Wednesday, 21:30","Donbass Donetsk","Traktor Chelyabinsk",2,35,2,17
"520",38297,"Game # 520. 26 December 2013, Thursday, 16:00","Avangard Omsk Region","Amur Khabarovsk",3,47,2,19
"521",38298,"Game # 521. 26 December 2013, Thursday, 17:00","Barys Astana","Admiral Vladivostok",6,25,3,33
"522",38299,"Game # 522. 26 December 2013, Thursday, 17:00","Ugra Khanty-Mansiysk","Metallurg Novokuznetsk",1,25,6,32
"523",38300,"Game # 523. 26 December 2013, Thursday, 17:00","Avtomobilist Yekaterinburg","Sibir Novosibirsk Region",0,18,0,31
"524",38301,"Game # 524. 26 December 2013, Thursday, 19:30","Atlant Moscow Region","Salavat Yulaev Ufa",2,33,5,29
"525",38302,"Game # 525. 27 December 2013, Friday, 19:00","Lokomotiv Yaroslavl","Traktor Chelyabinsk",0,31,0,27
"526",38303,"Game # 526. 27 December 2013, Friday, 19:00","Severstal Cherepovets","Metallurg Magnitogorsk",0,29,4,34
"527",38304,"Game # 527. 27 December 2013, Friday, 19:00","Vityaz Moscow Region","Spartak Moscow",3,27,3,40
"528",38305,"Game # 528. 27 December 2013, Friday, 21:30","Donbass Donetsk","Torpedo Nizhny Novgorod",2,49,2,21
"529",38306,"Game # 529. 27 December 2013, Friday, 20:00","Dinamo Minsk","Ak Bars Kazan",1,29,2,33
"530",38307,"Game # 530. 27 December 2013, Friday, 22:30","Slovan Bratislava","Neftekhimik Nizhnekamsk",4,45,2,23
"531",38308,"Game # 531. 27 December 2013, Friday, 20:30","Medvescak Zagreb","Dynamo Moscow",0,34,5,31
"532",38309,"Game # 532. 28 December 2013, Saturday, 14:00","Avangard Omsk Region","Admiral Vladivostok",4,44,1,34
"533",38310,"Game # 533. 28 December 2013, Saturday, 15:30","Barys Astana","Amur Khabarovsk",8,33,2,35
"534",38311,"Game # 534. 28 December 2013, Saturday, 13:00","Ugra Khanty-Mansiysk","Sibir Novosibirsk Region",2,26,1,47
"535",38312,"Game # 535. 28 December 2013, Saturday, 15:00","Avtomobilist Yekaterinburg","Metallurg Novokuznetsk",2,27,0,23
"536",38313,"Game # 536. 28 December 2013, Saturday, 17:00","SKA Saint Petersburg","Salavat Yulaev Ufa",1,33,2,37
"537",38314,"Game # 537. 28 December 2013, Saturday, 19:00","Dinamo Riga","Lev Prague",1,20,1,31
"538",38315,"Game # 538. 29 December 2013, Sunday, 17:00","Lokomotiv Yaroslavl","Metallurg Magnitogorsk",3,20,1,20
"539",38316,"Game # 539. 29 December 2013, Sunday, 17:00","Severstal Cherepovets","Traktor Chelyabinsk",4,34,6,24
"540",38317,"Game # 540. 29 December 2013, Sunday, 17:00","Spartak Moscow","Dynamo Moscow",0,18,6,29
"541",38318,"Game # 541. 29 December 2013, Sunday, 19:30","Donbass Donetsk","Ak Bars Kazan",1,34,2,24
"542",38319,"Game # 542. 29 December 2013, Sunday, 18:00","Dinamo Minsk","Torpedo Nizhny Novgorod",4,32,0,25
"543",38320,"Game # 543. 29 December 2013, Sunday, 19:00","Dinamo Riga","Slovan Bratislava",1,39,3,20
"544",38321,"Game # 544. 29 December 2013, Sunday, 20:30","Medvescak Zagreb","Vityaz Moscow Region",4,24,2,28
"545",38322,"Game # 545.  3 January 2014, Friday, 10:00","Admiral Vladivostok","SKA Saint Petersburg",4,34,4,36
"546",38323,"Game # 546.  3 January 2014, Friday, 10:00","Amur Khabarovsk","Lokomotiv Yaroslavl",2,30,1,45
"547",38324,"Game # 547.  3 January 2014, Friday, 14:00","Metallurg Novokuznetsk","Atlant Moscow Region",2,32,5,29
"548",38325,"Game # 548.  3 January 2014, Friday, 14:00","Sibir Novosibirsk Region","Severstal Cherepovets",2,47,3,20
"549",38326,"Game # 549.  3 January 2014, Friday, 15:00","Traktor Chelyabinsk","Lev Prague",2,20,2,33
"550",38327,"Game # 550.  3 January 2014, Friday, 15:00","Metallurg Magnitogorsk","Slovan Bratislava",6,35,2,28
"551",38328,"Game # 551.  3 January 2014, Friday, 15:00","Salavat Yulaev Ufa","Dinamo Riga",4,30,3,20
"552",38329,"Game # 552.  3 January 2014, Friday, 17:00","Neftekhimik Nizhnekamsk","CSKA Moscow",1,21,4,37
"553",38330,"Game # 553.  3 January 2014, Friday, 17:30","Ak Bars Kazan","Ugra Khanty-Mansiysk",4,43,2,16
"554",38331,"Game # 554.  3 January 2014, Friday, 17:00","Torpedo Nizhny Novgorod","Avtomobilist Yekaterinburg",3,30,3,23
"555",38332,"Game # 555.  3 January 2014, Friday, 17:00","Vityaz Moscow Region","Barys Astana",1,18,1,40
"556",38333,"Game # 556.  3 January 2014, Friday, 17:30","Dynamo Moscow","Avangard Omsk Region",6,27,4,26
"557",38334,"Game # 557.  4 January 2014, Saturday, 17:00","Spartak Moscow","Dinamo Minsk",1,37,2,19
"558",38335,"Game # 558.  4 January 2014, Saturday, 20:30","Medvescak Zagreb","Donbass Donetsk",1,28,3,33
"559",38336,"Game # 559.  5 January 2014, Sunday, 10:00","Admiral Vladivostok","Lokomotiv Yaroslavl",3,28,0,26
"560",38337,"Game # 560.  5 January 2014, Sunday, 10:00","Amur Khabarovsk","SKA Saint Petersburg",1,30,6,42
"561",38338,"Game # 561.  5 January 2014, Sunday, 14:00","Metallurg Novokuznetsk","Severstal Cherepovets",1,40,1,28
"562",38339,"Game # 562.  5 January 2014, Sunday, 14:00","Sibir Novosibirsk Region","Atlant Moscow Region",3,51,1,31
"563",38340,"Game # 563.  5 January 2014, Sunday, 15:00","Traktor Chelyabinsk","Slovan Bratislava",2,26,1,22
"564",38341,"Game # 564.  5 January 2014, Sunday, 15:00","Metallurg Magnitogorsk","Lev Prague",4,33,2,42
"565",38342,"Game # 565.  5 January 2014, Sunday, 15:00","Salavat Yulaev Ufa","CSKA Moscow",5,28,2,23
"566",38343,"Game # 566.  5 January 2014, Sunday, 17:00","Neftekhimik Nizhnekamsk","Dinamo Riga",1,29,2,19
"567",38344,"Game # 567.  5 January 2014, Sunday, 17:00","Ak Bars Kazan","Avtomobilist Yekaterinburg",1,31,3,19
"568",38345,"Game # 568.  5 January 2014, Sunday, 17:00","Torpedo Nizhny Novgorod","Ugra Khanty-Mansiysk",4,29,5,29
"569",38346,"Game # 569.  5 January 2014, Sunday, 17:00","Vityaz Moscow Region","Avangard Omsk Region",2,28,2,47
"570",38347,"Game # 570.  5 January 2014, Sunday, 17:30","Dynamo Moscow","Barys Astana",3,35,2,36
"571",38348,"Game # 571.  6 January 2014, Monday, 21:00","Donbass Donetsk","Spartak Moscow",3,36,2,17
"572",38349,"Game # 572.  6 January 2014, Monday, 22:30","Medvescak Zagreb","Dinamo Minsk",4,40,1,25
"573",38350,"Game # 573.  7 January 2014, Tuesday, 10:00","Admiral Vladivostok","Severstal Cherepovets",4,29,1,27
"574",38351,"Game # 574.  7 January 2014, Tuesday, 10:00","Amur Khabarovsk","Atlant Moscow Region",2,35,2,36
"575",38352,"Game # 575.  7 January 2014, Tuesday, 14:00","Metallurg Novokuznetsk","SKA Saint Petersburg",3,37,2,27
"576",38353,"Game # 576.  7 January 2014, Tuesday, 14:00","Sibir Novosibirsk Region","Lokomotiv Yaroslavl",3,45,1,24
"577",38354,"Game # 577.  7 January 2014, Tuesday, 15:00","Traktor Chelyabinsk","CSKA Moscow",3,21,1,30
"578",38355,"Game # 578.  7 January 2014, Tuesday, 15:00","Metallurg Magnitogorsk","Dinamo Riga",6,41,2,35
"579",38356,"Game # 579.  7 January 2014, Tuesday, 15:00","Salavat Yulaev Ufa","Lev Prague",1,25,5,29
"580",38357,"Game # 580.  7 January 2014, Tuesday, 17:00","Neftekhimik Nizhnekamsk","Slovan Bratislava",4,40,3,29
"581",38358,"Game # 581.  7 January 2014, Tuesday, 17:30","Ak Bars Kazan","Barys Astana",1,41,2,37
"582",38359,"Game # 582.  7 January 2014, Tuesday, 17:30","Torpedo Nizhny Novgorod","Avangard Omsk Region",5,25,3,35
"583",38360,"Game # 583.  7 January 2014, Tuesday, 17:00","Vityaz Moscow Region","Ugra Khanty-Mansiysk",3,41,3,24
"584",38361,"Game # 584.  7 January 2014, Tuesday, 17:00","Dynamo Moscow","Avtomobilist Yekaterinburg",3,31,2,24
"585",38362,"Game # 585.  8 January 2014, Wednesday, 17:00","Spartak Moscow","Medvescak Zagreb",1,36,3,29
"586",38363,"Game # 586.  9 January 2014, Thursday, 13:00","Admiral Vladivostok","Atlant Moscow Region",2,32,3,24
"587",38364,"Game # 587.  9 January 2014, Thursday, 12:00","Amur Khabarovsk","Severstal Cherepovets",1,37,3,29
"588",38365,"Game # 588.  9 January 2014, Thursday, 16:00","Metallurg Novokuznetsk","Lokomotiv Yaroslavl",1,28,2,32
"589",38366,"Game # 589.  9 January 2014, Thursday, 16:00","Sibir Novosibirsk Region","SKA Saint Petersburg",4,30,0,33
"590",38367,"Game # 590.  9 January 2014, Thursday, 17:00","Traktor Chelyabinsk","Dinamo Riga",2,24,5,22
"591",38368,"Game # 591.  9 January 2014, Thursday, 17:00","Metallurg Magnitogorsk","CSKA Moscow",3,31,1,33
"592",38369,"Game # 592.  9 January 2014, Thursday, 17:00","Salavat Yulaev Ufa","Slovan Bratislava",4,43,2,17
"593",38370,"Game # 593.  9 January 2014, Thursday, 19:00","Neftekhimik Nizhnekamsk","Lev Prague",1,28,4,33
"594",38371,"Game # 594. 15 September 2013, Sunday, 17:30","Ak Bars Kazan","Avangard Omsk Region",6,33,0,27
"595",38372,"Game # 595.  9 January 2014, Thursday, 19:00","Torpedo Nizhny Novgorod","Barys Astana",7,33,2,27
"596",38373,"Game # 596.  9 January 2014, Thursday, 19:00","Vityaz Moscow Region","Avtomobilist Yekaterinburg",1,28,3,29
"597",38374,"Game # 597.  9 January 2014, Thursday, 19:30","Dynamo Moscow","Ugra Khanty-Mansiysk",2,30,2,42
"598",38375,"Game # 598. 13 January 2014, Monday, 19:00","Lokomotiv Yaroslavl","Vityaz Moscow Region",1,36,0,12
"599",38376,"Game # 599. 13 January 2014, Monday, 19:30","Atlant Moscow Region","Torpedo Nizhny Novgorod",4,24,5,35
"600",38377,"Game # 600. 13 January 2014, Monday, 19:30","SKA Saint Petersburg","Ak Bars Kazan",3,31,1,31
"601",38378,"Game # 601. 13 January 2014, Monday, 19:00","CSKA Moscow","Amur Khabarovsk",3,39,0,27
"602",38379,"Game # 602. 13 January 2014, Monday, 21:30","Dinamo Riga","Admiral Vladivostok",2,32,5,21
"603",38380,"Game # 603. 13 January 2014, Monday, 22:00","Slovan Bratislava","Sibir Novosibirsk Region",1,23,1,34
"604",38381,"Game # 604. 13 January 2014, Monday, 22:00","Lev Prague","Metallurg Novokuznetsk",2,49,2,24
"605",38382,"Game # 605. 14 January 2014, Tuesday, 16:00","Avangard Omsk Region","Medvescak Zagreb",3,39,3,32
"606",38383,"Game # 606. 14 January 2014, Tuesday, 17:00","Barys Astana","Spartak Moscow",4,30,2,26
"607",38384,"Game # 607. 14 January 2014, Tuesday, 17:00","Ugra Khanty-Mansiysk","Dinamo Minsk",6,47,0,22
"608",38385,"Game # 608. 14 January 2014, Tuesday, 17:00","Metallurg Magnitogorsk","Salavat Yulaev Ufa",3,36,3,43
"609",38386,"Game # 609. 14 January 2014, Tuesday, 19:00","Neftekhimik Nizhnekamsk","Traktor Chelyabinsk",3,39,1,15
"610",38387,"Game # 610. 15 January 2014, Wednesday, 19:00","Lokomotiv Yaroslavl","Torpedo Nizhny Novgorod",1,26,4,24
"611",38388,"Game # 611. 15 January 2014, Wednesday, 19:00","Severstal Cherepovets","Ak Bars Kazan",1,22,2,34
"612",38389,"Game # 612. 15 January 2014, Wednesday, 19:00","Vityaz Moscow Region","Atlant Moscow Region",1,27,2,32
"613",38390,"Game # 613. 15 January 2014, Wednesday, 19:30","SKA Saint Petersburg","Dynamo Moscow",6,33,3,27
"614",38391,"Game # 614. 15 January 2014, Wednesday, 19:00","CSKA Moscow","Sibir Novosibirsk Region",2,24,2,37
"615",38392,"Game # 615. 15 January 2014, Wednesday, 21:30","Dinamo Riga","Metallurg Novokuznetsk",4,26,3,22
"616",38393,"Game # 616. 15 January 2014, Wednesday, 22:00","Slovan Bratislava","Amur Khabarovsk",3,32,2,27
"617",38394,"Game # 617. 15 January 2014, Wednesday, 22:00","Lev Prague","Admiral Vladivostok",4,31,1,17
"618",38395,"Game # 618. 16 January 2014, Thursday, 16:00","Avangard Omsk Region","Spartak Moscow",4,53,1,22
"619",38396,"Game # 619. 16 January 2014, Thursday, 17:00","Barys Astana","Medvescak Zagreb",1,29,3,27
"620",38397,"Game # 620. 16 January 2014, Thursday, 17:00","Ugra Khanty-Mansiysk","Donbass Donetsk",3,28,1,23
"621",38398,"Game # 621. 16 January 2014, Thursday, 17:00","Avtomobilist Yekaterinburg","Dinamo Minsk",2,34,0,20
"622",38399,"Game # 622. 16 January 2014, Thursday, 17:00","Traktor Chelyabinsk","Salavat Yulaev Ufa",5,21,3,25
"623",38400,"Game # 623. 16 January 2014, Thursday, 19:00","Neftekhimik Nizhnekamsk","Metallurg Magnitogorsk",3,34,5,29
"624",38401,"Game # 624. 17 January 2014, Friday, 19:30","Lokomotiv Yaroslavl","Ak Bars Kazan",4,40,0,29
"625",38402,"Game # 625. 17 January 2014, Friday, 19:00","Severstal Cherepovets","Torpedo Nizhny Novgorod",4,37,5,28
"626",38403,"Game # 626. 17 January 2014, Friday, 19:30","Atlant Moscow Region","Dynamo Moscow",1,35,3,33
"627",38404,"Game # 627. 17 January 2014, Friday, 19:30","SKA Saint Petersburg","Vityaz Moscow Region",4,33,1,30
"628",38405,"Game # 628. 17 January 2014, Friday, 19:00","CSKA Moscow","Metallurg Novokuznetsk",4,39,1,17
"629",38406,"Game # 629. 17 January 2014, Friday, 21:30","Dinamo Riga","Sibir Novosibirsk Region",2,11,3,38
"630",38407,"Game # 630. 17 January 2014, Friday, 22:00","Slovan Bratislava","Admiral Vladivostok",1,36,6,29
"631",38408,"Game # 631. 17 January 2014, Friday, 22:00","Lev Prague","Amur Khabarovsk",3,37,0,17
"632",38409,"Game # 632. 18 January 2014, Saturday, 14:00","Avangard Omsk Region","Dinamo Minsk",7,26,2,21
"633",38410,"Game # 633. 18 January 2014, Saturday, 15:00","Barys Astana","Donbass Donetsk",2,31,6,25
"634",38411,"Game # 634. 18 January 2014, Saturday, 15:00","Ugra Khanty-Mansiysk","Medvescak Zagreb",1,43,4,26
"635",38412,"Game # 635. 18 January 2014, Saturday, 15:00","Avtomobilist Yekaterinburg","Spartak Moscow",2,32,0,21
"636",38413,"Game # 636. 18 January 2014, Saturday, 15:00","Traktor Chelyabinsk","Neftekhimik Nizhnekamsk",3,40,5,21
"637",38414,"Game # 637. 18 January 2014, Saturday, 15:00","Salavat Yulaev Ufa","Metallurg Magnitogorsk",2,34,5,25
"638",38415,"Game # 638. 19 January 2014, Sunday, 17:00","Atlant Moscow Region","Ak Bars Kazan",1,23,2,26
"639",38416,"Game # 639. 19 January 2014, Sunday, 17:00","Lokomotiv Yaroslavl","Dynamo Moscow",3,27,4,29
"640",38417,"Game # 640. 19 January 2014, Sunday, 17:00","Severstal Cherepovets","Vityaz Moscow Region",7,36,3,20
"641",38418,"Game # 641. 19 January 2014, Sunday, 17:00","SKA Saint Petersburg","Torpedo Nizhny Novgorod",4,29,4,38
"642",38419,"Game # 642. 19 January 2014, Sunday, 15:00","CSKA Moscow","Admiral Vladivostok",2,27,1,30
"643",38420,"Game # 643. 19 January 2014, Sunday, 19:00","Dinamo Riga","Amur Khabarovsk",4,41,1,16
"644",38421,"Game # 644. 19 January 2014, Sunday, 20:00","Slovan Bratislava","Metallurg Novokuznetsk",2,30,3,33
"645",38422,"Game # 645. 19 January 2014, Sunday, 20:00","Lev Prague","Sibir Novosibirsk Region",3,30,1,26
"646",38423,"Game # 646. 20 January 2014, Monday, 16:00","Avangard Omsk Region","Donbass Donetsk",0,30,2,26
"647",38424,"Game # 647. 20 January 2014, Monday, 17:00","Barys Astana","Dinamo Minsk",1,33,2,23
"648",38425,"Game # 648. 20 January 2014, Monday, 17:00","Ugra Khanty-Mansiysk","Spartak Moscow",5,48,3,22
"649",38426,"Game # 649. 20 January 2014, Monday, 17:00","Avtomobilist Yekaterinburg","Medvescak Zagreb",2,37,0,32
"650",38427,"Game # 650. 22 January 2014, Wednesday, 19:00","Ak Bars Kazan","Slovan Bratislava",1,22,1,25
"651",38428,"Game # 651. 22 January 2014, Wednesday, 19:00","Torpedo Nizhny Novgorod","Lev Prague",5,31,2,38
"652",38429,"Game # 652. 22 January 2014, Wednesday, 19:00","Vityaz Moscow Region","Dinamo Riga",6,27,2,31
"653",38430,"Game # 653. 22 January 2014, Wednesday, 19:30","Dynamo Moscow","CSKA Moscow",1,29,1,27
"654",38431,"Game # 654. 23 January 2014, Thursday, 13:00","Admiral Vladivostok","Neftekhimik Nizhnekamsk",0,36,1,21
"655",38432,"Game # 655. 23 January 2014, Thursday, 12:00","Amur Khabarovsk","Salavat Yulaev Ufa",0,24,1,35
"656",38433,"Game # 656. 23 January 2014, Thursday, 16:00","Metallurg Novokuznetsk","Metallurg Magnitogorsk",3,27,4,22
"657",38434,"Game # 657. 23 January 2014, Thursday, 16:00","Sibir Novosibirsk Region","Traktor Chelyabinsk",3,37,2,21
"658",38435,"Game # 658. 23 January 2014, Thursday, 19:30","Spartak Moscow","Lokomotiv Yaroslavl",1,19,3,23
"659",38436,"Game # 659. 23 January 2014, Thursday, 21:00","Donbass Donetsk","SKA Saint Petersburg",4,30,2,31
"660",38437,"Game # 660. 23 January 2014, Thursday, 20:00","Dinamo Minsk","Severstal Cherepovets",1,31,1,22
"661",38438,"Game # 661. 23 January 2014, Thursday, 20:30","Medvescak Zagreb","Atlant Moscow Region",4,35,2,26
"662",38439,"Game # 662. 24 January 2014, Friday, 17:00","Ugra Khanty-Mansiysk","Avangard Omsk Region",2,17,1,44
"663",38440,"Game # 663. 24 January 2014, Friday, 17:00","Avtomobilist Yekaterinburg","Barys Astana",6,38,2,36
