"","X","X.1","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots","HomeWins","AwayWins","HomePDO","AwayPDO","HomeTSR","AwayTSR"
"181",181,181,37958,2013-10-09,"Atlant Moscow Region","Metallurg Novokuznetsk",2,37,1,21,"win","loss",1006,994,0.637931034482759,0.362068965517241
"182",182,182,37959,2013-10-09,"SKA Saint Petersburg","Sibir Novosibirsk Region",1,24,1,22,"draw","draw",996,1004,0.521739130434783,0.478260869565217
"183",183,183,37960,2013-10-09,"CSKA Moscow","Traktor Chelyabinsk",1,32,3,16,"loss","win",844,1156,0.666666666666667,0.333333333333333
"184",184,184,37961,2013-10-09,"Dinamo Minsk","Medvescak Zagreb",2,21,3,43,"loss","win",1025,975,0.328125,0.671875
"185",185,185,37962,2013-10-09,"Dinamo Riga","Salavat Yulaev Ufa",2,28,5,29,"loss","win",899,1101,0.491228070175439,0.508771929824561
"186",186,186,37963,2013-10-09,"Slovan Bratislava","Metallurg Magnitogorsk",4,42,3,23,"win","loss",965,1035,0.646153846153846,0.353846153846154
"187",187,187,37964,2013-10-09,"Lev Prague","Neftekhimik Nizhnekamsk",2,38,0,25,"win","loss",1053,947,0.603174603174603,0.396825396825397
"188",188,188,37965,2013-10-10,"Avangard Omsk Region","Vityaz Moscow Region",3,32,1,13,"win","loss",1017,983,0.711111111111111,0.288888888888889
"189",189,189,37966,2013-10-10,"Barys Astana","Dynamo Moscow",3,40,3,28,"draw","draw",968,1032,0.588235294117647,0.411764705882353
"190",190,190,37967,2013-10-10,"Ugra Khanty-Mansiysk","Torpedo Nizhny Novgorod",4,22,3,28,"win","loss",1075,925,0.44,0.56
"191",191,191,37968,2013-10-10,"Avtomobilist Yekaterinburg","Ak Bars Kazan",2,39,2,27,"draw","draw",977,1023,0.590909090909091,0.409090909090909
"192",192,192,37969,2013-10-11,"Lokomotiv Yaroslavl","Amur Khabarovsk",0,38,0,32,"draw","draw",1000,1000,0.542857142857143,0.457142857142857
"193",193,193,37970,2013-10-11,"Severstal Cherepovets","Admiral Vladivostok",4,50,4,35,"draw","draw",966,1034,0.588235294117647,0.411764705882353
"194",194,194,37971,2013-10-11,"Atlant Moscow Region","Sibir Novosibirsk Region",1,26,2,31,"loss","win",974,1026,0.456140350877193,0.543859649122807
"195",195,195,37972,2013-10-11,"SKA Saint Petersburg","Metallurg Novokuznetsk",4,49,1,30,"win","loss",1048,952,0.620253164556962,0.379746835443038
"196",196,196,37973,2013-10-11,"CSKA Moscow","Metallurg Magnitogorsk",1,33,1,28,"draw","draw",995,1005,0.540983606557377,0.459016393442623
"197",197,197,37974,2013-10-11,"Donbass Donetsk","Medvescak Zagreb",2,40,5,28,"loss","win",871,1129,0.588235294117647,0.411764705882353
"198",198,198,37975,2013-10-11,"Dinamo Minsk","Spartak Moscow",3,26,1,44,"win","loss",1093,907,0.371428571428571,0.628571428571429
"199",199,199,37976,2013-10-11,"Dinamo Riga","Neftekhimik Nizhnekamsk",2,35,1,28,"win","loss",1021,979,0.555555555555556,0.444444444444444
"200",200,200,37977,2013-10-11,"Slovan Bratislava","Salavat Yulaev Ufa",1,34,1,31,"draw","draw",997,1003,0.523076923076923,0.476923076923077
"201",201,201,37978,2013-10-11,"Lev Prague","Traktor Chelyabinsk",7,31,2,22,"win","loss",1135,865,0.584905660377358,0.415094339622642
"202",202,202,37979,2013-10-12,"Avangard Omsk Region","Torpedo Nizhny Novgorod",5,34,1,22,"win","loss",1102,898,0.607142857142857,0.392857142857143
"203",203,203,37980,2013-10-12,"Barys Astana","Ak Bars Kazan",0,18,5,28,"loss","win",821,1179,0.391304347826087,0.608695652173913
"204",204,204,37981,2013-10-12,"Ugra Khanty-Mansiysk","Vityaz Moscow Region",3,21,1,32,"win","loss",1112,888,0.39622641509434,0.60377358490566
"205",205,205,37982,2013-10-12,"Avtomobilist Yekaterinburg","Dynamo Moscow",2,21,4,32,"loss","win",970,1030,0.39622641509434,0.60377358490566
"206",206,206,37983,2013-10-13,"Atlant Moscow Region","Amur Khabarovsk",1,27,1,25,"draw","draw",997,1003,0.519230769230769,0.480769230769231
"207",207,207,37984,2013-10-13,"Lokomotiv Yaroslavl","Sibir Novosibirsk Region",1,24,1,28,"draw","draw",1006,994,0.461538461538462,0.538461538461538
"208",208,208,37985,2013-10-13,"Severstal Cherepovets","Metallurg Novokuznetsk",5,26,2,42,"win","loss",1145,855,0.382352941176471,0.617647058823529
"209",209,209,37986,2013-10-13,"SKA Saint Petersburg","Admiral Vladivostok",1,45,3,20,"loss","win",872,1128,0.692307692307692,0.307692307692308
"210",210,210,37987,2013-10-13,"CSKA Moscow","Neftekhimik Nizhnekamsk",2,24,1,38,"win","loss",1057,943,0.387096774193548,0.612903225806452
"211",211,211,37988,2013-10-13,"Dinamo Minsk","Donbass Donetsk",2,29,4,38,"loss","win",964,1036,0.432835820895522,0.567164179104478
"212",212,212,37989,2013-10-13,"Dinamo Riga","Metallurg Magnitogorsk",3,40,2,24,"win","loss",992,1008,0.625,0.375
"213",213,213,37990,2013-10-13,"Slovan Bratislava","Traktor Chelyabinsk",6,35,5,22,"win","loss",944,1056,0.614035087719298,0.385964912280702
"214",214,214,37991,2013-10-13,"Lev Prague","Salavat Yulaev Ufa",2,30,3,16,"loss","win",879,1121,0.652173913043478,0.347826086956522
"215",215,215,37992,2013-10-13,"Medvescak Zagreb","Spartak Moscow",2,44,2,30,"draw","draw",979,1021,0.594594594594595,0.405405405405405
"216",216,216,37993,2013-10-14,"Avangard Omsk Region","Ak Bars Kazan",2,38,3,21,"loss","win",910,1090,0.644067796610169,0.355932203389831
"217",217,217,37994,2013-10-14,"Barys Astana","Torpedo Nizhny Novgorod",4,31,2,36,"win","loss",1073,927,0.462686567164179,0.537313432835821
"218",218,218,37995,2013-10-14,"Ugra Khanty-Mansiysk","Dynamo Moscow",1,26,4,32,"loss","win",913,1087,0.448275862068966,0.551724137931034
"219",219,219,37996,2013-10-14,"Avtomobilist Yekaterinburg","Vityaz Moscow Region",1,36,1,38,"draw","draw",1001,999,0.486486486486487,0.513513513513513
"220",220,220,37997,2013-10-15,"Slovan Bratislava","Lev Prague",5,22,2,29,"win","loss",1158,842,0.431372549019608,0.568627450980392
"221",221,221,37998,2013-10-16,"Traktor Chelyabinsk","SKA Saint Petersburg",0,23,7,37,"loss","win",811,1189,0.383333333333333,0.616666666666667
"222",222,222,37999,2013-10-16,"Metallurg Magnitogorsk","Atlant Moscow Region",4,31,3,26,"win","loss",1014,986,0.543859649122807,0.456140350877193
"223",223,223,38000,2013-10-16,"Salavat Yulaev Ufa","Lokomotiv Yaroslavl",3,24,1,21,"win","loss",1077,923,0.533333333333333,0.466666666666667
"224",224,224,38001,2013-10-16,"Neftekhimik Nizhnekamsk","Severstal Cherepovets",1,36,2,24,"loss","win",944,1056,0.6,0.4
"225",225,225,38002,2013-10-17,"Admiral Vladivostok","Ugra Khanty-Mansiysk",2,34,3,31,"loss","win",962,1038,0.523076923076923,0.476923076923077
"226",226,226,38003,2013-10-17,"Amur Khabarovsk","Avtomobilist Yekaterinburg",3,39,5,35,"loss","win",934,1066,0.527027027027027,0.472972972972973
"227",227,227,38004,2013-10-17,"Metallurg Novokuznetsk","Barys Astana",3,27,5,30,"loss","win",944,1056,0.473684210526316,0.526315789473684
"228",228,228,38005,2013-10-17,"Sibir Novosibirsk Region","Avangard Omsk Region",2,26,1,36,"win","loss",1049,951,0.419354838709677,0.580645161290323
"229",229,229,38006,2013-10-17,"Ak Bars Kazan","Medvescak Zagreb",5,21,3,39,"win","loss",1161,839,0.35,0.65
"230",230,230,38007,2013-10-17,"Torpedo Nizhny Novgorod","Donbass Donetsk",1,28,0,25,"win","loss",1036,964,0.528301886792453,0.471698113207547
"231",231,231,38008,2013-10-17,"Vityaz Moscow Region","Dinamo Minsk",1,39,1,29,"draw","draw",991,1009,0.573529411764706,0.426470588235294
"232",232,232,38009,2013-10-17,"Slovan Bratislava","Dinamo Riga",3,33,4,24,"loss","win",924,1076,0.578947368421053,0.421052631578947
"233",233,233,38010,2013-10-18,"Traktor Chelyabinsk","Atlant Moscow Region",2,22,3,22,"loss","win",955,1045,0.5,0.5
"234",234,234,38011,2013-10-18,"Metallurg Magnitogorsk","SKA Saint Petersburg",1,24,4,42,"loss","win",946,1054,0.363636363636364,0.636363636363636
"235",235,235,38012,2013-10-18,"Salavat Yulaev Ufa","Severstal Cherepovets",8,34,3,27,"win","loss",1124,876,0.557377049180328,0.442622950819672
"236",236,236,38013,2013-10-18,"Neftekhimik Nizhnekamsk","Lokomotiv Yaroslavl",1,34,2,30,"loss","win",963,1037,0.53125,0.46875
"237",237,237,38014,2013-10-19,"Admiral Vladivostok","Avtomobilist Yekaterinburg",2,30,1,40,"win","loss",1042,958,0.428571428571429,0.571428571428571
"238",238,238,38015,2013-10-19,"Amur Khabarovsk","Ugra Khanty-Mansiysk",4,28,2,46,"win","loss",1099,901,0.378378378378378,0.621621621621622
"239",239,239,38016,2013-10-19,"Metallurg Novokuznetsk","Avangard Omsk Region",4,23,3,37,"win","loss",1093,907,0.383333333333333,0.616666666666667
"240",240,240,38017,2013-10-19,"Sibir Novosibirsk Region","Barys Astana",2,38,3,28,"loss","win",945,1055,0.575757575757576,0.424242424242424
"241",241,241,38018,2013-10-19,"Ak Bars Kazan","Dinamo Minsk",5,32,1,21,"win","loss",1109,891,0.60377358490566,0.39622641509434
"242",242,242,38019,2013-10-19,"Torpedo Nizhny Novgorod","Spartak Moscow",3,24,4,25,"loss","win",965,1035,0.489795918367347,0.510204081632653
"243",243,243,38020,2013-10-19,"Vityaz Moscow Region","Donbass Donetsk",4,24,2,34,"win","loss",1108,892,0.413793103448276,0.586206896551724
"244",244,244,38021,2013-10-19,"Dynamo Moscow","Medvescak Zagreb",4,36,3,23,"win","loss",981,1019,0.610169491525424,0.389830508474576
"245",245,245,38022,2013-10-19,"Lev Prague","CSKA Moscow",1,33,2,28,"loss","win",959,1041,0.540983606557377,0.459016393442623
"246",246,246,38023,2013-10-20,"Traktor Chelyabinsk","Lokomotiv Yaroslavl",2,17,1,33,"win","loss",1087,913,0.34,0.66
"247",247,247,38024,2013-10-20,"Metallurg Magnitogorsk","Severstal Cherepovets",4,28,2,34,"win","loss",1084,916,0.451612903225806,0.548387096774194
"248",248,248,38025,2013-10-20,"Salavat Yulaev Ufa","SKA Saint Petersburg",4,22,2,29,"win","loss",1113,887,0.431372549019608,0.568627450980392
"249",249,249,38026,2013-10-20,"Neftekhimik Nizhnekamsk","Atlant Moscow Region",3,41,3,23,"draw","draw",943,1057,0.640625,0.359375
"250",250,250,38027,2013-10-21,"Amur Khabarovsk","Avangard Omsk Region",2,27,5,25,"loss","win",874,1126,0.519230769230769,0.480769230769231
"251",251,251,38028,2013-10-21,"Admiral Vladivostok","Barys Astana",1,34,3,24,"loss","win",904,1096,0.586206896551724,0.413793103448276
"252",252,252,38029,2013-10-21,"Sibir Novosibirsk Region","Avtomobilist Yekaterinburg",3,40,3,27,"draw","draw",964,1036,0.597014925373134,0.402985074626866
"253",253,253,38030,2013-10-21,"Metallurg Novokuznetsk","Ugra Khanty-Mansiysk",2,25,1,28,"win","loss",1044,956,0.471698113207547,0.528301886792453
"254",254,254,38031,2013-10-21,"Torpedo Nizhny Novgorod","Dinamo Minsk",3,28,0,22,"win","loss",1107,893,0.56,0.44
"255",255,255,38032,2013-10-21,"Ak Bars Kazan","Spartak Moscow",2,26,0,30,"win","loss",1077,923,0.464285714285714,0.535714285714286
"256",256,256,38033,2013-10-21,"Vityaz Moscow Region","Medvescak Zagreb",1,22,0,32,"win","loss",1045,955,0.407407407407407,0.592592592592593
"257",257,257,38034,2013-10-21,"Dynamo Moscow","Donbass Donetsk",1,24,2,27,"loss","win",968,1032,0.470588235294118,0.529411764705882
"258",258,258,38035,2013-10-21,"Slovan Bratislava","CSKA Moscow",2,20,3,19,"loss","win",942,1058,0.512820512820513,0.487179487179487
"259",259,259,38036,2013-10-21,"Lev Prague","Dinamo Riga",1,32,1,16,"draw","draw",969,1031,0.666666666666667,0.333333333333333
"260",260,260,38037,2013-10-22,"Traktor Chelyabinsk","Severstal Cherepovets",2,23,2,36,"draw","draw",1031,969,0.389830508474576,0.610169491525424
"261",261,261,38038,2013-10-22,"Metallurg Magnitogorsk","Lokomotiv Yaroslavl",1,37,1,31,"draw","draw",995,1005,0.544117647058823,0.455882352941176
"262",262,262,38039,2013-10-22,"Salavat Yulaev Ufa","Atlant Moscow Region",3,31,1,30,"win","loss",1063,937,0.508196721311475,0.491803278688525
"263",263,263,38040,2013-10-22,"Neftekhimik Nizhnekamsk","SKA Saint Petersburg",1,31,3,34,"loss","win",944,1056,0.476923076923077,0.523076923076923
"264",264,264,38041,2013-10-23,"Admiral Vladivostok","Avangard Omsk Region",4,26,1,31,"win","loss",1122,878,0.456140350877193,0.543859649122807
"265",265,265,38042,2013-10-23,"Amur Khabarovsk","Barys Astana",3,26,4,33,"loss","win",994,1006,0.440677966101695,0.559322033898305
"266",266,266,38043,2013-10-23,"Metallurg Novokuznetsk","Avtomobilist Yekaterinburg",1,35,3,36,"loss","win",945,1055,0.492957746478873,0.507042253521127
"267",267,267,38044,2013-10-23,"Sibir Novosibirsk Region","Ugra Khanty-Mansiysk",7,45,2,29,"win","loss",1087,913,0.608108108108108,0.391891891891892
"268",268,268,38045,2013-10-23,"Ak Bars Kazan","Donbass Donetsk",1,25,0,32,"win","loss",1040,960,0.43859649122807,0.56140350877193
"269",269,269,38046,2013-10-23,"Torpedo Nizhny Novgorod","Medvescak Zagreb",2,34,1,24,"win","loss",1017,983,0.586206896551724,0.413793103448276
"270",270,270,38047,2013-10-23,"Dynamo Moscow","Dinamo Minsk",4,33,0,24,"win","loss",1121,879,0.578947368421053,0.421052631578947
"271",271,271,38048,2013-10-23,"Dinamo Riga","CSKA Moscow",4,23,3,31,"win","loss",1077,923,0.425925925925926,0.574074074074074
"272",272,272,38049,2013-10-24,"Spartak Moscow","Vityaz Moscow Region",3,39,2,23,"win","loss",990,1010,0.629032258064516,0.370967741935484
"273",273,273,38050,2013-10-25,"CSKA Moscow","Atlant Moscow Region",1,24,4,23,"loss","win",868,1132,0.51063829787234,0.48936170212766
"274",274,274,38051,2013-10-26,"Avangard Omsk Region","Traktor Chelyabinsk",1,33,1,30,"draw","draw",997,1003,0.523809523809524,0.476190476190476
"275",275,275,38052,2013-10-26,"Barys Astana","Metallurg Magnitogorsk",1,26,2,33,"loss","win",978,1022,0.440677966101695,0.559322033898305
"276",276,276,38053,2013-10-26,"Ugra Khanty-Mansiysk","Neftekhimik Nizhnekamsk",3,36,6,32,"loss","win",896,1104,0.529411764705882,0.470588235294118
"277",277,277,38054,2013-10-26,"Avtomobilist Yekaterinburg","Salavat Yulaev Ufa",7,38,4,29,"win","loss",1046,954,0.567164179104478,0.432835820895522
"278",278,278,38055,2013-10-26,"Lokomotiv Yaroslavl","Lev Prague",0,17,2,41,"loss","win",951,1049,0.293103448275862,0.706896551724138
"279",279,279,38056,2013-10-26,"Severstal Cherepovets","Slovan Bratislava",2,27,0,29,"win","loss",1074,926,0.482142857142857,0.517857142857143
"280",280,280,38057,2013-10-26,"SKA Saint Petersburg","Dinamo Riga",3,45,3,20,"draw","draw",917,1083,0.692307692307692,0.307692307692308
"281",281,281,38058,2013-10-26,"Spartak Moscow","Admiral Vladivostok",1,18,3,30,"loss","win",956,1044,0.375,0.625
"282",282,282,38059,2013-10-26,"Vityaz Moscow Region","Metallurg Novokuznetsk",1,34,0,32,"win","loss",1029,971,0.515151515151515,0.484848484848485
"283",283,283,38060,2013-10-26,"Dynamo Moscow","Sibir Novosibirsk Region",5,31,1,24,"win","loss",1120,880,0.563636363636364,0.436363636363636
"284",284,284,38061,2013-10-25,"Dinamo Minsk","Amur Khabarovsk",2,30,2,26,"draw","draw",990,1010,0.535714285714286,0.464285714285714
"285",285,285,38062,2013-10-28,"Avangard Omsk Region","Metallurg Magnitogorsk",2,25,5,23,"loss","win",863,1137,0.520833333333333,0.479166666666667
"286",286,286,38063,2013-10-28,"Barys Astana","Traktor Chelyabinsk",1,33,5,24,"loss","win",822,1178,0.578947368421053,0.421052631578947
"287",287,287,38064,2013-10-28,"Ugra Khanty-Mansiysk","Salavat Yulaev Ufa",4,28,5,35,"loss","win",1000,1000,0.444444444444444,0.555555555555556
"288",288,288,38065,2013-10-28,"Avtomobilist Yekaterinburg","Neftekhimik Nizhnekamsk",3,32,2,30,"win","loss",1027,973,0.516129032258065,0.483870967741935
"289",289,289,38066,2013-10-28,"Lokomotiv Yaroslavl","Slovan Bratislava",2,19,1,31,"win","loss",1073,927,0.38,0.62
"290",290,290,38067,2013-10-28,"Severstal Cherepovets","Lev Prague",2,28,1,36,"win","loss",1044,956,0.4375,0.5625
"291",291,291,38068,2013-10-28,"Atlant Moscow Region","Dinamo Riga",1,24,1,25,"draw","draw",1002,998,0.489795918367347,0.510204081632653
"292",292,292,38069,2013-10-28,"SKA Saint Petersburg","CSKA Moscow",5,29,2,24,"win","loss",1089,911,0.547169811320755,0.452830188679245
"293",293,293,38070,2013-10-28,"Spartak Moscow","Metallurg Novokuznetsk",5,29,4,29,"win","loss",1034,966,0.5,0.5
"294",294,294,38071,2013-10-28,"Dynamo Moscow","Torpedo Nizhny Novgorod",2,23,1,29,"win","loss",1052,948,0.442307692307692,0.557692307692308
"295",295,295,38072,2013-10-28,"Donbass Donetsk","Admiral Vladivostok",2,24,1,21,"win","loss",1036,964,0.533333333333333,0.466666666666667
"296",296,296,38073,2013-10-28,"Dinamo Minsk","Sibir Novosibirsk Region",2,35,4,32,"loss","win",932,1068,0.522388059701492,0.477611940298507
"297",297,297,38074,2013-10-28,"Medvescak Zagreb","Amur Khabarovsk",2,42,1,27,"win","loss",1011,989,0.608695652173913,0.391304347826087
"298",298,298,38075,2013-10-29,"Ak Bars Kazan","Vityaz Moscow Region",4,42,4,30,"draw","draw",962,1038,0.583333333333333,0.416666666666667
"299",299,299,38076,2013-10-30,"Avangard Omsk Region","Salavat Yulaev Ufa",1,30,1,20,"draw","draw",983,1017,0.6,0.4
"300",300,300,38077,2013-10-30,"Barys Astana","Neftekhimik Nizhnekamsk",5,27,1,25,"win","loss",1145,855,0.519230769230769,0.480769230769231
"301",301,301,38078,2013-10-30,"Ugra Khanty-Mansiysk","Metallurg Magnitogorsk",2,31,5,29,"loss","win",892,1108,0.516666666666667,0.483333333333333
"302",302,302,38079,2013-10-30,"Avtomobilist Yekaterinburg","Traktor Chelyabinsk",2,21,0,28,"win","loss",1095,905,0.428571428571429,0.571428571428571
"303",303,303,38080,2013-10-30,"Lokomotiv Yaroslavl","Dinamo Riga",1,27,2,17,"loss","win",919,1081,0.613636363636364,0.386363636363636
"304",304,304,38081,2013-10-30,"Severstal Cherepovets","CSKA Moscow",2,27,2,27,"draw","draw",1000,1000,0.5,0.5
"305",305,305,38082,2013-10-30,"Atlant Moscow Region","Slovan Bratislava",0,30,1,24,"loss","win",958,1042,0.555555555555556,0.444444444444444
"306",306,306,38083,2013-10-30,"SKA Saint Petersburg","Lev Prague",5,35,0,30,"win","loss",1143,857,0.538461538461538,0.461538461538462
"307",307,307,38084,2013-10-30,"Spartak Moscow","Sibir Novosibirsk Region",1,22,0,26,"win","loss",1045,955,0.458333333333333,0.541666666666667
"308",308,308,38085,2013-10-30,"Donbass Donetsk","Amur Khabarovsk",5,27,1,37,"win","loss",1158,842,0.421875,0.578125
"309",309,309,38086,2013-10-30,"Dinamo Minsk","Metallurg Novokuznetsk",5,39,2,25,"win","loss",1048,952,0.609375,0.390625
"310",310,310,38087,2013-10-30,"Medvescak Zagreb","Admiral Vladivostok",2,48,2,27,"draw","draw",968,1032,0.64,0.36
"311",311,311,38088,2013-10-31,"Ak Bars Kazan","Dynamo Moscow",3,30,2,31,"win","loss",1035,965,0.491803278688525,0.508196721311475
"312",312,312,38089,2013-10-31,"Torpedo Nizhny Novgorod","Vityaz Moscow Region",5,32,0,17,"win","loss",1156,844,0.653061224489796,0.346938775510204
"313",313,313,38090,2013-11-01,"Avangard Omsk Region","Neftekhimik Nizhnekamsk",4,26,2,25,"win","loss",1074,926,0.509803921568627,0.490196078431373
"314",314,314,38091,2013-11-01,"Barys Astana","Salavat Yulaev Ufa",3,27,2,29,"win","loss",1042,958,0.482142857142857,0.517857142857143
"315",315,315,38092,2013-11-01,"Ugra Khanty-Mansiysk","Traktor Chelyabinsk",3,29,4,32,"loss","win",978,1022,0.475409836065574,0.524590163934426
"316",316,316,38093,2013-11-01,"Avtomobilist Yekaterinburg","Metallurg Magnitogorsk",4,38,4,31,"draw","draw",976,1024,0.550724637681159,0.449275362318841
"317",317,317,38094,2013-11-01,"Lokomotiv Yaroslavl","CSKA Moscow",1,27,3,22,"loss","win",901,1099,0.551020408163265,0.448979591836735
"318",318,318,38095,2013-11-01,"Severstal Cherepovets","Dinamo Riga",0,40,1,22,"loss","win",955,1045,0.645161290322581,0.354838709677419
"319",319,319,38096,2013-11-01,"Atlant Moscow Region","Lev Prague",0,16,4,44,"loss","win",909,1091,0.266666666666667,0.733333333333333
"320",320,320,38097,2013-11-01,"SKA Saint Petersburg","Slovan Bratislava",4,29,2,18,"win","loss",1027,973,0.617021276595745,0.382978723404255
"321",321,321,38098,2013-11-01,"Spartak Moscow","Amur Khabarovsk",1,22,0,24,"win","loss",1045,955,0.478260869565217,0.521739130434783
"322",322,322,38099,2013-11-01,"Donbass Donetsk","Sibir Novosibirsk Region",1,36,2,35,"loss","win",971,1029,0.507042253521127,0.492957746478873
"323",323,323,38100,2013-11-01,"Dinamo Minsk","Admiral Vladivostok",3,27,3,26,"draw","draw",996,1004,0.509433962264151,0.490566037735849
"324",324,324,38101,2013-11-01,"Medvescak Zagreb","Metallurg Novokuznetsk",3,39,3,27,"draw","draw",966,1034,0.590909090909091,0.409090909090909
"325",325,325,38102,2013-11-13,"Admiral Vladivostok","Ak Bars Kazan",3,34,2,26,"win","loss",1011,989,0.566666666666667,0.433333333333333
"326",326,326,38103,2013-11-13,"Amur Khabarovsk","Torpedo Nizhny Novgorod",1,38,1,30,"draw","draw",993,1007,0.558823529411765,0.441176470588235
"327",327,327,38104,2013-11-13,"Metallurg Novokuznetsk","Vityaz Moscow Region",0,37,2,18,"loss","win",889,1111,0.672727272727273,0.327272727272727
"328",328,328,38105,2013-11-13,"Sibir Novosibirsk Region","Dynamo Moscow",1,35,0,26,"win","loss",1029,971,0.573770491803279,0.426229508196721
"329",329,329,38106,2013-11-13,"Traktor Chelyabinsk","Donbass Donetsk",0,25,1,25,"loss","win",960,1040,0.5,0.5
"330",330,330,38107,2013-11-13,"Metallurg Magnitogorsk","Dinamo Minsk",3,29,0,37,"win","loss",1103,897,0.439393939393939,0.560606060606061
"331",331,331,38108,2013-11-13,"Salavat Yulaev Ufa","Spartak Moscow",1,32,2,23,"loss","win",944,1056,0.581818181818182,0.418181818181818
"332",332,332,38109,2013-11-13,"Neftekhimik Nizhnekamsk","Medvescak Zagreb",2,29,2,35,"draw","draw",1012,988,0.453125,0.546875
"333",333,333,38110,2013-11-13,"CSKA Moscow","Avangard Omsk Region",3,26,1,28,"win","loss",1080,920,0.481481481481481,0.518518518518518
"334",334,334,38111,2013-11-13,"Dinamo Riga","Barys Astana",2,27,2,30,"draw","draw",1007,993,0.473684210526316,0.526315789473684
"335",335,335,38112,2013-11-13,"Slovan Bratislava","Ugra Khanty-Mansiysk",2,46,2,22,"draw","draw",953,1047,0.676470588235294,0.323529411764706
"336",336,336,38113,2013-11-13,"Lev Prague","Avtomobilist Yekaterinburg",3,32,2,18,"win","loss",983,1017,0.64,0.36
"337",337,337,38114,2013-11-14,"Lokomotiv Yaroslavl","SKA Saint Petersburg",2,24,0,27,"win","loss",1083,917,0.470588235294118,0.529411764705882
"338",338,338,38115,2013-11-14,"Atlant Moscow Region","Severstal Cherepovets",2,32,2,33,"draw","draw",1002,998,0.492307692307692,0.507692307692308
"339",339,339,38116,2013-11-15,"Admiral Vladivostok","Torpedo Nizhny Novgorod",5,30,0,29,"win","loss",1167,833,0.508474576271186,0.491525423728814
"340",340,340,38117,2013-11-15,"Amur Khabarovsk","Ak Bars Kazan",6,31,3,36,"win","loss",1110,890,0.462686567164179,0.537313432835821
"341",341,341,38118,2013-11-15,"Metallurg Novokuznetsk","Dynamo Moscow",3,31,4,38,"loss","win",992,1008,0.449275362318841,0.550724637681159
"342",342,342,38119,2013-11-15,"Sibir Novosibirsk Region","Vityaz Moscow Region",3,30,1,32,"win","loss",1069,931,0.483870967741935,0.516129032258065
"343",343,343,38120,2013-11-15,"Traktor Chelyabinsk","Dinamo Minsk",3,27,0,38,"win","loss",1111,889,0.415384615384615,0.584615384615385
"344",344,344,38121,2013-11-15,"Metallurg Magnitogorsk","Donbass Donetsk",2,30,1,31,"win","loss",1034,966,0.491803278688525,0.508196721311475
"345",345,345,38122,2013-11-15,"Salavat Yulaev Ufa","Medvescak Zagreb",2,37,3,33,"loss","win",963,1037,0.528571428571429,0.471428571428571
"346",346,346,38123,2013-11-15,"Neftekhimik Nizhnekamsk","Spartak Moscow",5,31,0,29,"win","loss",1161,839,0.516666666666667,0.483333333333333
"347",347,347,38124,2013-11-15,"CSKA Moscow","Barys Astana",3,26,0,36,"win","loss",1115,885,0.419354838709677,0.580645161290323
"348",348,348,38125,2013-11-15,"Dinamo Riga","Avangard Omsk Region",3,17,1,27,"win","loss",1139,861,0.386363636363636,0.613636363636364
"349",349,349,38126,2013-11-15,"Slovan Bratislava","Avtomobilist Yekaterinburg",3,22,1,37,"win","loss",1109,891,0.372881355932203,0.627118644067797
"350",350,350,38127,2013-11-15,"Lev Prague","Ugra Khanty-Mansiysk",2,21,1,23,"win","loss",1052,948,0.477272727272727,0.522727272727273
"351",351,351,38128,2013-11-16,"Atlant Moscow Region","SKA Saint Petersburg",1,22,2,22,"loss","win",955,1045,0.5,0.5
"352",352,352,38129,2013-11-16,"Lokomotiv Yaroslavl","Severstal Cherepovets",3,31,1,34,"win","loss",1067,933,0.476923076923077,0.523076923076923
"353",353,353,38130,2013-11-17,"Admiral Vladivostok","Dynamo Moscow",3,26,4,35,"loss","win",1001,999,0.426229508196721,0.573770491803279
"354",354,354,38131,2013-11-17,"Amur Khabarovsk","Vityaz Moscow Region",4,48,2,25,"win","loss",1003,997,0.657534246575342,0.342465753424658
"355",355,355,38132,2013-11-17,"Metallurg Novokuznetsk","Torpedo Nizhny Novgorod",1,30,4,35,"loss","win",919,1081,0.461538461538462,0.538461538461538
"356",356,356,38133,2013-11-17,"Sibir Novosibirsk Region","Ak Bars Kazan",0,48,2,21,"loss","win",905,1095,0.695652173913043,0.304347826086957
"357",357,357,38134,2013-11-17,"Traktor Chelyabinsk","Spartak Moscow",3,27,2,28,"win","loss",1040,960,0.490909090909091,0.509090909090909
"358",358,358,38135,2013-11-17,"Metallurg Magnitogorsk","Medvescak Zagreb",4,33,0,30,"win","loss",1121,879,0.523809523809524,0.476190476190476
"359",359,359,38136,2013-11-17,"Salavat Yulaev Ufa","Donbass Donetsk",2,25,2,30,"draw","draw",1013,987,0.454545454545455,0.545454545454545
"360",360,360,38137,2013-11-17,"Neftekhimik Nizhnekamsk","Dinamo Minsk",5,25,2,29,"win","loss",1131,869,0.462962962962963,0.537037037037037
"361",361,361,38138,2013-11-17,"CSKA Moscow","Avtomobilist Yekaterinburg",2,20,1,34,"win","loss",1071,929,0.37037037037037,0.62962962962963
"362",362,362,38139,2013-11-17,"Dinamo Riga","Ugra Khanty-Mansiysk",4,31,3,29,"win","loss",1026,974,0.516666666666667,0.483333333333333
