"","X","X.1","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots","HomeWins","AwayWins","HomePDO","AwayPDO","HomeTSR","AwayTSR"
"363",363,363,38140,2013-11-17,"Slovan Bratislava","Barys Astana",2,28,6,24,"loss","win",821,1179,0.538461538461538,0.461538461538462
"364",364,364,38141,2013-11-17,"Lev Prague","Avangard Omsk Region",2,29,2,25,"draw","draw",989,1011,0.537037037037037,0.462962962962963
"365",365,365,38142,2013-11-18,"SKA Saint Petersburg","Lokomotiv Yaroslavl",1,24,2,18,"loss","win",931,1069,0.571428571428571,0.428571428571429
"366",366,366,38143,2013-11-19,"Admiral Vladivostok","Vityaz Moscow Region",0,34,1,31,"loss","win",968,1032,0.523076923076923,0.476923076923077
"367",367,367,38144,2013-11-19,"Amur Khabarovsk","Dynamo Moscow",1,34,4,37,"loss","win",921,1079,0.47887323943662,0.52112676056338
"368",368,368,38145,2013-11-19,"Sibir Novosibirsk Region","Torpedo Nizhny Novgorod",3,31,1,30,"win","loss",1063,937,0.508196721311475,0.491803278688525
"369",369,369,38146,2013-11-19,"Metallurg Novokuznetsk","Ak Bars Kazan",0,40,2,34,"loss","win",941,1059,0.540540540540541,0.459459459459459
"370",370,370,38147,2013-11-19,"Traktor Chelyabinsk","Medvescak Zagreb",5,29,1,29,"win","loss",1138,862,0.5,0.5
"371",371,371,38148,2013-11-19,"Metallurg Magnitogorsk","Spartak Moscow",3,17,2,26,"win","loss",1100,900,0.395348837209302,0.604651162790698
"372",372,372,38149,2013-11-19,"Salavat Yulaev Ufa","Dinamo Minsk",5,47,2,33,"win","loss",1046,954,0.5875,0.4125
"373",373,373,38150,2013-11-19,"Neftekhimik Nizhnekamsk","Donbass Donetsk",2,23,0,43,"win","loss",1087,913,0.348484848484849,0.651515151515151
"374",374,374,38151,2013-11-19,"CSKA Moscow","Ugra Khanty-Mansiysk",3,21,4,28,"loss","win",1000,1000,0.428571428571429,0.571428571428571
"375",375,375,38152,2013-11-19,"Dinamo Riga","Avtomobilist Yekaterinburg",3,22,1,16,"win","loss",1074,926,0.578947368421053,0.421052631578947
"376",376,376,38153,2013-11-19,"Slovan Bratislava","Avangard Omsk Region",3,26,1,32,"win","loss",1084,916,0.448275862068966,0.551724137931034
"377",377,377,38154,2013-11-19,"Lev Prague","Barys Astana",2,32,3,30,"loss","win",962,1038,0.516129032258065,0.483870967741935
"378",378,378,38155,2013-11-20,"SKA Saint Petersburg","Severstal Cherepovets",2,26,1,26,"win","loss",1038,962,0.5,0.5
"379",379,379,38156,2013-11-21,"Lokomotiv Yaroslavl","Atlant Moscow Region",2,22,0,36,"win","loss",1091,909,0.379310344827586,0.620689655172414
"380",380,380,38157,2013-11-22,"Avangard Omsk Region","CSKA Moscow",3,43,5,16,"loss","win",757,1243,0.728813559322034,0.271186440677966
"381",381,381,38158,2013-11-22,"Barys Astana","Dinamo Riga",4,29,4,19,"draw","draw",927,1073,0.604166666666667,0.395833333333333
"382",382,382,38159,2013-11-22,"Ugra Khanty-Mansiysk","Slovan Bratislava",0,27,0,15,"draw","draw",1000,1000,0.642857142857143,0.357142857142857
"383",383,383,38160,2013-11-22,"Avtomobilist Yekaterinburg","Lev Prague",1,29,3,34,"loss","win",946,1054,0.46031746031746,0.53968253968254
"384",384,384,38161,2013-11-22,"Ak Bars Kazan","Sibir Novosibirsk Region",1,28,1,36,"draw","draw",1008,992,0.4375,0.5625
"385",385,385,38162,2013-11-22,"Torpedo Nizhny Novgorod","Amur Khabarovsk",6,38,2,22,"win","loss",1067,933,0.633333333333333,0.366666666666667
"386",386,386,38163,2013-11-22,"Dynamo Moscow","Admiral Vladivostok",3,23,2,29,"win","loss",1061,939,0.442307692307692,0.557692307692308
"387",387,387,38164,2013-11-22,"SKA Saint Petersburg","Traktor Chelyabinsk",3,30,0,29,"win","loss",1100,900,0.508474576271186,0.491525423728814
"388",388,388,38165,2013-11-22,"Spartak Moscow","Neftekhimik Nizhnekamsk",4,22,2,21,"win","loss",1087,913,0.511627906976744,0.488372093023256
"389",389,389,38166,2013-11-22,"Donbass Donetsk","Metallurg Novokuznetsk",5,42,1,20,"win","loss",1069,931,0.67741935483871,0.32258064516129
"390",390,390,38167,2013-11-22,"Dinamo Minsk","Salavat Yulaev Ufa",1,29,4,27,"loss","win",886,1114,0.517857142857143,0.482142857142857
"391",391,391,38168,2013-11-22,"Medvescak Zagreb","Metallurg Magnitogorsk",2,29,1,19,"win","loss",1016,984,0.604166666666667,0.395833333333333
"392",392,392,38169,2013-11-23,"Severstal Cherepovets","Atlant Moscow Region",4,35,0,25,"win","loss",1114,886,0.583333333333333,0.416666666666667
"393",393,393,38170,2013-11-24,"Avangard Omsk Region","Dinamo Riga",5,41,2,25,"win","loss",1042,958,0.621212121212121,0.378787878787879
"394",394,394,38171,2013-11-24,"Barys Astana","CSKA Moscow",2,29,5,27,"loss","win",884,1116,0.517857142857143,0.482142857142857
"395",395,395,38172,2013-11-24,"Ugra Khanty-Mansiysk","Lev Prague",1,32,4,30,"loss","win",898,1102,0.516129032258065,0.483870967741935
"396",396,396,38173,2013-11-24,"Avtomobilist Yekaterinburg","Slovan Bratislava",8,28,1,23,"win","loss",1242,758,0.549019607843137,0.450980392156863
"397",397,397,38174,2013-11-24,"Ak Bars Kazan","Admiral Vladivostok",5,32,1,19,"win","loss",1104,896,0.627450980392157,0.372549019607843
"398",398,398,38175,2013-11-24,"Torpedo Nizhny Novgorod","Metallurg Novokuznetsk",5,29,0,30,"win","loss",1172,828,0.491525423728814,0.508474576271186
"399",399,399,38176,2013-11-24,"SKA Saint Petersburg","Neftekhimik Nizhnekamsk",2,32,1,17,"win","loss",1004,996,0.653061224489796,0.346938775510204
"400",400,400,38177,2013-11-24,"Vityaz Moscow Region","Sibir Novosibirsk Region",3,24,3,29,"draw","draw",1022,978,0.452830188679245,0.547169811320755
"401",401,401,38178,2013-11-24,"Dynamo Moscow","Amur Khabarovsk",5,42,4,26,"win","loss",965,1035,0.617647058823529,0.382352941176471
"402",402,402,38179,2013-11-24,"Donbass Donetsk","Salavat Yulaev Ufa",4,33,2,31,"win","loss",1057,943,0.515625,0.484375
"403",403,403,38180,2013-11-24,"Dinamo Minsk","Metallurg Magnitogorsk",3,21,1,33,"win","loss",1113,887,0.388888888888889,0.611111111111111
"404",404,404,38181,2013-11-24,"Medvescak Zagreb","Traktor Chelyabinsk",4,45,4,30,"draw","draw",956,1044,0.6,0.4
"405",405,405,38182,2013-11-25,"Atlant Moscow Region","Lokomotiv Yaroslavl",1,40,1,41,"draw","draw",1001,999,0.493827160493827,0.506172839506173
"406",406,406,38183,2013-11-26,"Avangard Omsk Region","Lev Prague",2,37,2,23,"draw","draw",967,1033,0.616666666666667,0.383333333333333
"407",407,407,38184,2013-11-26,"Barys Astana","Slovan Bratislava",6,27,1,23,"win","loss",1179,821,0.54,0.46
"408",408,408,38185,2013-11-26,"Ugra Khanty-Mansiysk","Dinamo Riga",1,37,2,26,"loss","win",950,1050,0.587301587301587,0.412698412698413
"409",409,409,38186,2013-11-26,"Avtomobilist Yekaterinburg","CSKA Moscow",0,28,2,25,"loss","win",920,1080,0.528301886792453,0.471698113207547
"410",410,410,38187,2013-11-26,"Ak Bars Kazan","Amur Khabarovsk",1,30,2,35,"loss","win",976,1024,0.461538461538462,0.538461538461538
"411",411,411,38188,2013-11-26,"Torpedo Nizhny Novgorod","Sibir Novosibirsk Region",3,21,1,22,"win","loss",1097,903,0.488372093023256,0.511627906976744
"412",412,412,38189,2013-11-26,"Vityaz Moscow Region","Admiral Vladivostok",1,21,3,24,"loss","win",923,1077,0.466666666666667,0.533333333333333
"413",413,413,38190,2013-11-26,"Dynamo Moscow","Metallurg Novokuznetsk",3,34,4,26,"loss","win",934,1066,0.566666666666667,0.433333333333333
"414",414,414,38191,2013-11-26,"Spartak Moscow","Traktor Chelyabinsk",3,35,5,24,"loss","win",877,1123,0.593220338983051,0.406779661016949
"415",415,415,38192,2013-11-26,"Donbass Donetsk","Metallurg Magnitogorsk",3,34,2,19,"win","loss",983,1017,0.641509433962264,0.358490566037736
"416",416,416,38193,2013-11-26,"Dinamo Minsk","Neftekhimik Nizhnekamsk",4,26,3,26,"win","loss",1038,962,0.5,0.5
"417",417,417,38194,2013-11-26,"Medvescak Zagreb","Salavat Yulaev Ufa",0,37,1,24,"loss","win",958,1042,0.60655737704918,0.39344262295082
"418",418,418,38195,2013-11-27,"Severstal Cherepovets","Lokomotiv Yaroslavl",1,30,2,31,"loss","win",969,1031,0.491803278688525,0.508196721311475
"419",419,419,38196,2013-11-28,"Avangard Omsk Region","Slovan Bratislava",4,35,2,17,"win","loss",997,1003,0.673076923076923,0.326923076923077
"420",420,420,38197,2013-11-28,"Barys Astana","Lev Prague",2,21,3,23,"loss","win",965,1035,0.477272727272727,0.522727272727273
"421",421,421,38198,2013-11-28,"Ugra Khanty-Mansiysk","CSKA Moscow",3,31,4,32,"loss","win",972,1028,0.492063492063492,0.507936507936508
"422",422,422,38199,2013-11-28,"Avtomobilist Yekaterinburg","Dinamo Riga",3,30,1,25,"win","loss",1060,940,0.545454545454545,0.454545454545455
"423",423,423,38200,2013-11-28,"Ak Bars Kazan","Metallurg Novokuznetsk",4,42,4,30,"draw","draw",962,1038,0.583333333333333,0.416666666666667
"424",424,424,38201,2013-11-28,"Torpedo Nizhny Novgorod","Admiral Vladivostok",2,31,1,15,"win","loss",998,1002,0.673913043478261,0.326086956521739
"425",425,425,38202,2013-11-28,"Vityaz Moscow Region","Amur Khabarovsk",1,30,1,30,"draw","draw",1000,1000,0.5,0.5
"426",426,426,38203,2013-11-28,"Spartak Moscow","Salavat Yulaev Ufa",2,36,3,30,"loss","win",956,1044,0.545454545454545,0.454545454545455
"427",427,427,38204,2013-11-28,"Donbass Donetsk","Neftekhimik Nizhnekamsk",1,32,1,25,"draw","draw",991,1009,0.56140350877193,0.43859649122807
"428",428,428,38205,2013-11-28,"Dinamo Minsk","Traktor Chelyabinsk",4,33,2,32,"win","loss",1059,941,0.507692307692308,0.492307692307692
"429",429,429,38206,2013-11-28,"Medvescak Zagreb","Sibir Novosibirsk Region",6,41,1,25,"win","loss",1106,894,0.621212121212121,0.378787878787879
"430",430,430,38207,2013-11-29,"SKA Saint Petersburg","Atlant Moscow Region",4,27,1,29,"win","loss",1114,886,0.482142857142857,0.517857142857143
"431",431,431,38208,2013-11-30,"Severstal Cherepovets","Dynamo Moscow",2,34,2,25,"draw","draw",979,1021,0.576271186440678,0.423728813559322
"432",432,432,38209,2013-12-01,"Traktor Chelyabinsk","Avangard Omsk Region",1,27,2,32,"loss","win",975,1025,0.457627118644068,0.542372881355932
"433",433,433,38210,2013-12-01,"Metallurg Magnitogorsk","Barys Astana",3,32,3,31,"draw","draw",997,1003,0.507936507936508,0.492063492063492
"434",434,434,38211,2013-12-01,"Salavat Yulaev Ufa","Avtomobilist Yekaterinburg",1,31,3,26,"loss","win",917,1083,0.543859649122807,0.456140350877193
"435",435,435,38212,2013-12-01,"Neftekhimik Nizhnekamsk","Ugra Khanty-Mansiysk",4,31,0,34,"win","loss",1129,871,0.476923076923077,0.523076923076923
"436",436,436,38213,2013-12-01,"Dinamo Riga","Atlant Moscow Region",1,26,2,30,"loss","win",972,1028,0.464285714285714,0.535714285714286
"437",437,437,38214,2013-12-02,"Admiral Vladivostok","Spartak Moscow",1,30,2,30,"loss","win",967,1033,0.5,0.5
"438",438,438,38215,2013-12-02,"Amur Khabarovsk","Donbass Donetsk",0,29,4,34,"loss","win",882,1118,0.46031746031746,0.53968253968254
"439",439,439,38216,2013-12-02,"Metallurg Novokuznetsk","Medvescak Zagreb",1,33,5,25,"loss","win",830,1170,0.568965517241379,0.431034482758621
"440",440,440,38217,2013-12-02,"Sibir Novosibirsk Region","Dinamo Minsk",3,36,1,30,"win","loss",1050,950,0.545454545454545,0.454545454545455
"441",441,441,38218,2013-12-02,"Torpedo Nizhny Novgorod","Dynamo Moscow",1,20,3,26,"loss","win",935,1065,0.434782608695652,0.565217391304348
"442",442,442,38219,2013-12-02,"CSKA Moscow","Lokomotiv Yaroslavl",1,26,3,31,"loss","win",942,1058,0.456140350877193,0.543859649122807
"443",443,443,38220,2013-12-02,"Slovan Bratislava","Severstal Cherepovets",3,31,2,23,"win","loss",1010,990,0.574074074074074,0.425925925925926
"444",444,444,38221,2013-12-02,"Lev Prague","SKA Saint Petersburg",3,37,3,33,"draw","draw",990,1010,0.528571428571429,0.471428571428571
"445",445,445,38222,2013-12-03,"Traktor Chelyabinsk","Barys Astana",0,24,4,28,"loss","win",857,1143,0.461538461538462,0.538461538461538
"446",446,446,38223,2013-12-03,"Metallurg Magnitogorsk","Avangard Omsk Region",2,21,2,41,"draw","draw",1046,954,0.338709677419355,0.661290322580645
"447",447,447,38224,2013-12-03,"Salavat Yulaev Ufa","Ugra Khanty-Mansiysk",3,27,2,26,"win","loss",1034,966,0.509433962264151,0.490566037735849
"448",448,448,38225,2013-12-03,"Neftekhimik Nizhnekamsk","Avtomobilist Yekaterinburg",2,29,3,28,"loss","win",962,1038,0.508771929824561,0.491228070175439
"449",449,449,38226,2013-12-03,"Vityaz Moscow Region","Ak Bars Kazan",2,32,3,28,"loss","win",955,1045,0.533333333333333,0.466666666666667
"450",450,450,38227,2013-12-04,"Admiral Vladivostok","Donbass Donetsk",4,31,1,34,"win","loss",1100,900,0.476923076923077,0.523076923076923
"451",451,451,38228,2013-12-04,"Amur Khabarovsk","Spartak Moscow",3,36,3,38,"draw","draw",1004,996,0.486486486486487,0.513513513513513
"452",452,452,38229,2013-12-04,"Metallurg Novokuznetsk","Dinamo Minsk",3,30,2,39,"win","loss",1049,951,0.434782608695652,0.565217391304348
"453",453,453,38230,2013-12-04,"Sibir Novosibirsk Region","Medvescak Zagreb",0,42,2,28,"loss","win",929,1071,0.6,0.4
"454",454,454,38231,2013-12-04,"Atlant Moscow Region","CSKA Moscow",2,30,0,29,"win","loss",1067,933,0.508474576271186,0.491525423728814
"455",455,455,38232,2013-12-04,"Dinamo Riga","Lokomotiv Yaroslavl",4,26,1,27,"win","loss",1117,883,0.490566037735849,0.509433962264151
"456",456,456,38233,2013-12-04,"Slovan Bratislava","SKA Saint Petersburg",2,27,2,38,"draw","draw",1021,979,0.415384615384615,0.584615384615385
"457",457,457,38234,2013-12-04,"Lev Prague","Severstal Cherepovets",3,33,1,20,"win","loss",1041,959,0.622641509433962,0.377358490566038
"458",458,458,38235,2013-12-05,"Traktor Chelyabinsk","Avtomobilist Yekaterinburg",2,23,2,23,"draw","draw",1000,1000,0.5,0.5
"459",459,459,38236,2013-12-05,"Metallurg Magnitogorsk","Ugra Khanty-Mansiysk",5,31,4,30,"win","loss",1028,972,0.508196721311475,0.491803278688525
"460",460,460,38237,2013-12-05,"Salavat Yulaev Ufa","Avangard Omsk Region",3,21,2,38,"win","loss",1090,910,0.355932203389831,0.644067796610169
"461",461,461,38238,2013-12-05,"Neftekhimik Nizhnekamsk","Barys Astana",0,33,1,25,"loss","win",960,1040,0.568965517241379,0.431034482758621
"462",462,462,38239,2013-12-05,"Dynamo Moscow","Ak Bars Kazan",3,41,0,24,"win","loss",1073,927,0.630769230769231,0.369230769230769
"463",463,463,38240,2013-12-06,"Admiral Vladivostok","Medvescak Zagreb",0,29,2,25,"loss","win",920,1080,0.537037037037037,0.462962962962963
"464",464,464,38241,2013-12-06,"Amur Khabarovsk","Dinamo Minsk",2,39,2,40,"draw","draw",1001,999,0.493670886075949,0.506329113924051
"465",465,465,38242,2013-12-06,"Metallurg Novokuznetsk","Donbass Donetsk",0,14,2,37,"loss","win",946,1054,0.274509803921569,0.725490196078431
"466",466,466,38243,2013-12-06,"Sibir Novosibirsk Region","Spartak Moscow",1,38,2,24,"loss","win",943,1057,0.612903225806452,0.387096774193548
"467",467,467,38244,2013-12-06,"CSKA Moscow","SKA Saint Petersburg",2,20,0,28,"win","loss",1100,900,0.416666666666667,0.583333333333333
"468",468,468,38245,2013-12-06,"Dinamo Riga","Severstal Cherepovets",1,22,2,19,"loss","win",940,1060,0.536585365853659,0.463414634146341
"469",469,469,38246,2013-12-09,"Slovan Bratislava","Atlant Moscow Region",1,39,1,19,"draw","draw",973,1027,0.672413793103448,0.327586206896552
"470",470,470,38247,2013-12-06,"Lev Prague","Lokomotiv Yaroslavl",0,31,1,15,"loss","win",933,1067,0.673913043478261,0.326086956521739
"471",471,471,38248,2013-12-07,"Traktor Chelyabinsk","Ugra Khanty-Mansiysk",0,26,2,19,"loss","win",895,1105,0.577777777777778,0.422222222222222
"472",472,472,38249,2013-12-07,"Metallurg Magnitogorsk","Avtomobilist Yekaterinburg",3,28,3,44,"draw","draw",1039,961,0.388888888888889,0.611111111111111
"473",473,473,38250,2013-12-07,"Salavat Yulaev Ufa","Barys Astana",6,42,3,39,"win","loss",1066,934,0.518518518518518,0.481481481481481
"474",474,474,38251,2013-12-07,"Neftekhimik Nizhnekamsk","Avangard Omsk Region",0,22,4,51,"loss","win",922,1078,0.301369863013699,0.698630136986301
"475",475,475,38252,2013-12-09,"Ak Bars Kazan","Torpedo Nizhny Novgorod",2,22,1,35,"win","loss",1062,938,0.385964912280702,0.614035087719298
"476",476,476,38253,2013-12-07,"Dynamo Moscow","Vityaz Moscow Region",2,28,2,28,"draw","draw",1000,1000,0.5,0.5
"477",477,477,38254,2013-12-08,"Admiral Vladivostok","Dinamo Minsk",2,28,2,32,"draw","draw",1009,991,0.466666666666667,0.533333333333333
"478",478,478,38255,2013-12-08,"Amur Khabarovsk","Medvescak Zagreb",3,44,3,40,"draw","draw",993,1007,0.523809523809524,0.476190476190476
"479",479,479,38256,2013-12-08,"Metallurg Novokuznetsk","Spartak Moscow",2,37,1,35,"win","loss",1025,975,0.513888888888889,0.486111111111111
"480",480,480,38257,2013-12-08,"Sibir Novosibirsk Region","Donbass Donetsk",2,25,3,32,"loss","win",986,1014,0.43859649122807,0.56140350877193
"481",481,481,38258,2013-12-08,"CSKA Moscow","Severstal Cherepovets",3,28,2,24,"win","loss",1024,976,0.538461538461538,0.461538461538462
"482",482,482,38259,2013-12-08,"Dinamo Riga","SKA Saint Petersburg",6,29,4,39,"win","loss",1104,896,0.426470588235294,0.573529411764706
"483",483,483,38260,2013-12-08,"Slovan Bratislava","Lokomotiv Yaroslavl",5,32,3,23,"win","loss",1026,974,0.581818181818182,0.418181818181818
"484",484,484,38261,2013-12-08,"Lev Prague","Atlant Moscow Region",1,29,3,19,"loss","win",877,1123,0.604166666666667,0.395833333333333
"485",485,485,38262,2013-12-05,"Vityaz Moscow Region","Torpedo Nizhny Novgorod",2,23,3,35,"loss","win",1001,999,0.396551724137931,0.603448275862069
"486",486,486,38263,2013-12-11,"Avangard Omsk Region","Sibir Novosibirsk Region",3,42,2,33,"win","loss",1011,989,0.56,0.44
"487",487,487,38264,2013-12-11,"Barys Astana","Metallurg Novokuznetsk",5,21,3,27,"win","loss",1127,873,0.4375,0.5625
"488",488,488,38265,2013-12-11,"Ugra Khanty-Mansiysk","Admiral Vladivostok",2,37,3,32,"loss","win",960,1040,0.536231884057971,0.463768115942029
"489",489,489,38266,2013-12-11,"Avtomobilist Yekaterinburg","Amur Khabarovsk",5,31,1,30,"win","loss",1128,872,0.508196721311475,0.491803278688525
"490",490,490,38267,2013-12-11,"Lokomotiv Yaroslavl","Salavat Yulaev Ufa",4,24,2,38,"win","loss",1114,886,0.387096774193548,0.612903225806452
"491",491,491,38268,2013-12-11,"Severstal Cherepovets","Neftekhimik Nizhnekamsk",1,29,0,19,"win","loss",1034,966,0.604166666666667,0.395833333333333
"492",492,492,38269,2013-12-11,"Atlant Moscow Region","Traktor Chelyabinsk",2,40,3,14,"loss","win",836,1164,0.740740740740741,0.259259259259259
"493",493,493,38270,2013-12-11,"SKA Saint Petersburg","Metallurg Magnitogorsk",0,32,2,17,"loss","win",882,1118,0.653061224489796,0.346938775510204
"494",494,494,38271,2013-12-11,"Spartak Moscow","Torpedo Nizhny Novgorod",1,19,2,32,"loss","win",990,1010,0.372549019607843,0.627450980392157
"495",495,495,38272,2013-12-11,"CSKA Moscow","Lev Prague",0,19,3,27,"loss","win",889,1111,0.41304347826087,0.58695652173913
"496",496,496,38273,2013-12-11,"Donbass Donetsk","Dynamo Moscow",2,25,3,34,"loss","win",992,1008,0.423728813559322,0.576271186440678
"497",497,497,38274,2013-12-11,"Dinamo Minsk","Vityaz Moscow Region",0,31,2,24,"loss","win",917,1083,0.563636363636364,0.436363636363636
"498",498,498,38275,2013-12-11,"Medvescak Zagreb","Ak Bars Kazan",6,33,5,33,"win","loss",1030,970,0.5,0.5
"499",499,499,38276,2013-12-13,"Avangard Omsk Region","Metallurg Novokuznetsk",3,33,2,29,"win","loss",1022,978,0.532258064516129,0.467741935483871
"500",500,500,38277,2013-12-13,"Barys Astana","Sibir Novosibirsk Region",3,30,4,35,"loss","win",986,1014,0.461538461538462,0.538461538461538
"501",501,501,38278,2013-12-13,"Ugra Khanty-Mansiysk","Amur Khabarovsk",2,41,3,27,"loss","win",938,1062,0.602941176470588,0.397058823529412
"502",502,502,38279,2013-12-13,"Avtomobilist Yekaterinburg","Admiral Vladivostok",5,44,2,27,"win","loss",1040,960,0.619718309859155,0.380281690140845
"503",503,503,38280,2013-12-13,"Lokomotiv Yaroslavl","Neftekhimik Nizhnekamsk",2,26,4,32,"loss","win",952,1048,0.448275862068966,0.551724137931034
"504",504,504,38281,2013-12-13,"Severstal Cherepovets","Salavat Yulaev Ufa",5,30,3,33,"win","loss",1076,924,0.476190476190476,0.523809523809524
"505",505,505,38282,2013-12-13,"Atlant Moscow Region","Metallurg Magnitogorsk",0,41,1,32,"loss","win",969,1031,0.561643835616438,0.438356164383562
"506",506,506,38283,2013-12-13,"Spartak Moscow","Ak Bars Kazan",1,31,2,26,"loss","win",955,1045,0.543859649122807,0.456140350877193
"507",507,507,38284,2013-12-13,"CSKA Moscow","Slovan Bratislava",4,38,5,19,"loss","win",842,1158,0.666666666666667,0.333333333333333
"508",508,508,38285,2013-12-13,"Donbass Donetsk","Vityaz Moscow Region",5,35,3,18,"win","loss",976,1024,0.660377358490566,0.339622641509434
"509",509,509,38286,2013-12-13,"Dinamo Minsk","Dynamo Moscow",2,19,4,43,"loss","win",1012,988,0.306451612903226,0.693548387096774
"510",510,510,38287,2013-12-13,"Dinamo Riga","Traktor Chelyabinsk",2,27,0,27,"win","loss",1074,926,0.5,0.5
"511",511,511,38288,2013-12-13,"Medvescak Zagreb","Torpedo Nizhny Novgorod",0,43,0,29,"draw","draw",1000,1000,0.597222222222222,0.402777777777778
"512",512,512,38289,2013-12-15,"Donbass Donetsk","Dinamo Minsk",3,32,1,30,"win","loss",1060,940,0.516129032258065,0.483870967741935
"513",513,513,38290,2013-12-15,"Lev Prague","Slovan Bratislava",7,43,0,14,"win","loss",1163,837,0.754385964912281,0.245614035087719
"514",514,514,38291,2013-12-25,"Severstal Cherepovets","SKA Saint Petersburg",1,28,2,36,"loss","win",980,1020,0.4375,0.5625
"515",515,515,38292,2013-12-25,"Torpedo Nizhny Novgorod","Ak Bars Kazan",4,28,6,25,"loss","win",903,1097,0.528301886792453,0.471698113207547
"516",516,516,38293,2013-12-25,"Atlant Moscow Region","Neftekhimik Nizhnekamsk",4,46,1,18,"win","loss",1031,969,0.71875,0.28125
"517",517,517,38294,2013-12-25,"Spartak Moscow","Metallurg Magnitogorsk",1,23,6,33,"loss","win",862,1138,0.410714285714286,0.589285714285714
"518",518,518,38295,2013-12-25,"CSKA Moscow","Vityaz Moscow Region",5,29,2,30,"win","loss",1106,894,0.491525423728814,0.508474576271186
"519",519,519,38296,2013-12-25,"Donbass Donetsk","Traktor Chelyabinsk",2,35,2,17,"draw","draw",939,1061,0.673076923076923,0.326923076923077
"520",520,520,38297,2013-12-26,"Avangard Omsk Region","Amur Khabarovsk",3,47,2,19,"win","loss",959,1041,0.712121212121212,0.287878787878788
"521",521,521,38298,2013-12-26,"Barys Astana","Admiral Vladivostok",6,25,3,33,"win","loss",1149,851,0.431034482758621,0.568965517241379
"522",522,522,38299,2013-12-26,"Ugra Khanty-Mansiysk","Metallurg Novokuznetsk",1,25,6,32,"loss","win",852,1148,0.43859649122807,0.56140350877193
"523",523,523,38300,2013-12-26,"Avtomobilist Yekaterinburg","Sibir Novosibirsk Region",0,18,0,31,"draw","draw",1000,1000,0.36734693877551,0.63265306122449
"524",524,524,38301,2013-12-26,"Atlant Moscow Region","Salavat Yulaev Ufa",2,33,5,29,"loss","win",888,1112,0.532258064516129,0.467741935483871
"525",525,525,38302,2013-12-27,"Lokomotiv Yaroslavl","Traktor Chelyabinsk",0,31,0,27,"draw","draw",1000,1000,0.53448275862069,0.46551724137931
"526",526,526,38303,2013-12-27,"Severstal Cherepovets","Metallurg Magnitogorsk",0,29,4,34,"loss","win",882,1118,0.46031746031746,0.53968253968254
"527",527,527,38304,2013-12-27,"Vityaz Moscow Region","Spartak Moscow",3,27,3,40,"draw","draw",1036,964,0.402985074626866,0.597014925373134
"528",528,528,38305,2013-12-27,"Donbass Donetsk","Torpedo Nizhny Novgorod",2,49,2,21,"draw","draw",946,1054,0.7,0.3
"529",529,529,38306,2013-12-27,"Dinamo Minsk","Ak Bars Kazan",1,29,2,33,"loss","win",974,1026,0.467741935483871,0.532258064516129
"530",530,530,38307,2013-12-27,"Slovan Bratislava","Neftekhimik Nizhnekamsk",4,45,2,23,"win","loss",1002,998,0.661764705882353,0.338235294117647
"531",531,531,38308,2013-12-27,"Medvescak Zagreb","Dynamo Moscow",0,34,5,31,"loss","win",839,1161,0.523076923076923,0.476923076923077
"532",532,532,38309,2013-12-28,"Avangard Omsk Region","Admiral Vladivostok",4,44,1,34,"win","loss",1061,939,0.564102564102564,0.435897435897436
"533",533,533,38310,2013-12-28,"Barys Astana","Amur Khabarovsk",8,33,2,35,"win","loss",1185,815,0.485294117647059,0.514705882352941
"534",534,534,38311,2013-12-28,"Ugra Khanty-Mansiysk","Sibir Novosibirsk Region",2,26,1,47,"win","loss",1056,944,0.356164383561644,0.643835616438356
"535",535,535,38312,2013-12-28,"Avtomobilist Yekaterinburg","Metallurg Novokuznetsk",2,27,0,23,"win","loss",1074,926,0.54,0.46
"536",536,536,38313,2013-12-28,"SKA Saint Petersburg","Salavat Yulaev Ufa",1,33,2,37,"loss","win",976,1024,0.471428571428571,0.528571428571429
"537",537,537,38314,2013-12-28,"Dinamo Riga","Lev Prague",1,20,1,31,"draw","draw",1018,982,0.392156862745098,0.607843137254902
"538",538,538,38315,2013-12-29,"Lokomotiv Yaroslavl","Metallurg Magnitogorsk",3,20,1,20,"win","loss",1100,900,0.5,0.5
"539",539,539,38316,2013-12-29,"Severstal Cherepovets","Traktor Chelyabinsk",4,34,6,24,"loss","win",868,1132,0.586206896551724,0.413793103448276
"540",540,540,38317,2013-12-29,"Spartak Moscow","Dynamo Moscow",0,18,6,29,"loss","win",793,1207,0.382978723404255,0.617021276595745
"541",541,541,38318,2013-12-29,"Donbass Donetsk","Ak Bars Kazan",1,34,2,24,"loss","win",946,1054,0.586206896551724,0.413793103448276
"542",542,542,38319,2013-12-29,"Dinamo Minsk","Torpedo Nizhny Novgorod",4,32,0,25,"win","loss",1125,875,0.56140350877193,0.43859649122807
"543",543,543,38320,2013-12-29,"Dinamo Riga","Slovan Bratislava",1,39,3,20,"loss","win",876,1124,0.661016949152542,0.338983050847458
"544",544,544,38321,2013-12-29,"Medvescak Zagreb","Vityaz Moscow Region",4,24,2,28,"win","loss",1095,905,0.461538461538462,0.538461538461538
"545",545,545,38322,2014-01-03,"Admiral Vladivostok","SKA Saint Petersburg",4,34,4,36,"draw","draw",1007,993,0.485714285714286,0.514285714285714
